"region";"varuslag";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017"
"0881 Nybro";"etanol";..;..;..;..;..;..;..;..;..;..;0.3;0.4;0.3;0.3;0.2;0.1;0.1
"0881 Nybro";"E85";..;..;..;..;..;..;..;0.5;0.4;0.4;..;..;..;..;..;..;..
"0881 Nybro";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.0
"0881 Nybro";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.2;1.4
"0881 Nybro";"eldningsolja nr 1";7.7;10.7;10.1;7.1;8.3;7.1;4.6;3.2;1.1;2.3;0.9;0.6;0.4;0.4;1.0;0.3;0.3
"0881 Nybro";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";4.9;5.4;5.2;4.4;3.7;3.2;1.3;1.2;0.3;1.1;0.4;0.3;0.2;0.2;0.2;0.2;0.3
"0881 Nybro";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;1.2;0.3;0.0;0.0;0.0;0.0;..;..;0.0;..
"0881 Nybro";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0881 Nybro";"Eldningsolja nr 2-5";1.4;0.8;1.3;1.5;1.4;1.5;1.5;..;..;..;..;..;..;..;..;0.0;..
"0881 Nybro";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.1;0.1;0.1;0.1;0.1;..;..;..;..;..;..;..;..;0.0;..
"0881 Nybro";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.1;0.1;0.0;0.0;0.0;..;..;0.0;..
"0881 Nybro";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.1;0.1;0.0;0.0;0.0;..;..;0.0;..
"0882 Oskarshamn";"motorbensin";22.2;22.5;22.1;22.0;18.4;16.1;17.0;17.1;16.3;16.4;14.1;12.2;11.7;10.8;10.3;9.8;9.2
"0882 Oskarshamn";"dieselbr�nsle";10.2;10.1;8.8;11.0;11.8;12.9;12.1;13.5;9.3;11.7;12.3;11.9;13.3;16.2;15.5;15.8;16.1
"0882 Oskarshamn";"etanol";..;..;..;..;..;..;..;..;..;..;0.4;0.5;0.4;0.4;0.2;0.1;0.1
"0882 Oskarshamn";"E85";..;..;..;..;..;..;..;0.6;0.5;0.5;..;..;..;..;..;..;..
"0882 Oskarshamn";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"0882 Oskarshamn";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.9;0.1
"0882 Oskarshamn";"eldningsolja nr 1";14.8;14.3;13.0;12.7;11.1;9.5;5.9;4.7;8.4;8.3;9.0;3.2;2.7;4.6;19.8;12.9;9.3
"0882 Oskarshamn";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";12.5;8.7;6.6;5.5;4.9;4.2;3.2;2.0;1.1;1.9;1.7;1.4;1.6;1.8;7.6;7.2;4.9
"0882 Oskarshamn";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;9.6;8.1;11.6;11.8;12.6;16.3;18.9;..;0.0;..
"0882 Oskarshamn";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;7.9;7.9;7.5;7.5;8.0;5.6;4.6;..;0.0;..
"0882 Oskarshamn";"Eldningsolja nr 2-5";8.7;5.1;5.4;7.0;5.8;6.2;6.6;..;..;..;..;..;..;..;..;0.0;..
"0882 Oskarshamn";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.3;0.7;0.4;0.2;1.9;2.0;3.0;..;..;..;..;..;..;..;..;0.0;..
"0882 Oskarshamn";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.7;0.7;1.0;0.7;0.8;0.7;0.5;0.0;0.0;..
"0882 Oskarshamn";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0883 V�stervik";"motorbensin";18.4;18.6;17.4;18.5;19.5;19.7;18.9;18.7;16.9;16.3;16.2;16.3;15.9;14.6;14.3;13.8;13.2
"0883 V�stervik";"dieselbr�nsle";13.1;12.8;14.1;14.9;12.7;13.3;13.8;16.6;17.6;23.7;27.5;23.8;22.2;24.7;25.2;23.0;24.5
"0883 V�stervik";"etanol";..;..;..;..;..;..;..;..;..;..;0.4;0.5;0.3;0.4;0.2;0.1;0.1
"0883 V�stervik";"E85";..;..;..;..;..;..;..;0.5;0.4;0.5;..;..;..;..;..;..;..
"0883 V�stervik";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"0883 V�stervik";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.9;0.8
"0883 V�stervik";"eldningsolja nr 1";10.9;11.6;10.9;9.3;7.8;6.9;7.1;6.1;3.5;8.7;8.0;7.0;7.2;5.8;5.4;4.4;5.2
"0883 V�stervik";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";8.1;8.9;7.1;5.7;4.8;4.3;5.4;4.1;2.3;3.1;6.6;4.2;5.4;3.7;3.6;2.1;3.2
"0883 V�stervik";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.3;0.4;0.4;0.0;0.0;0.0;..;..;0.0;..
"0883 V�stervik";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.1;0.2;0.2;0.0;0.0;0.0;..;..;0.0;..
"0883 V�stervik";"Eldningsolja nr 2-5";0.3;0.2;0.8;0.9;0.9;0.8;0.6;..;..;..;..;..;..;..;..;0.0;..
"0883 V�stervik";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.3;0.2;0.8;0.9;0.9;0.8;0.6;..;..;..;..;..;..;..;..;0.0;..
"0883 V�stervik";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.4;0.8;0.8;0.0;0.0;0.0;..;..;0.0;..
"0883 V�stervik";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.1;0.5;0.6;0.0;0.0;0.0;..;..;0.0;..
"0884 Vimmerby";"motorbensin";10.8;11.3;11.0;10.3;10.9;10.8;10.4;10.0;8.5;8.6;8.0;7.5;6.7;7.3;7.1;6.9;6.4
"0884 Vimmerby";"dieselbr�nsle";6.7;5.3;5.3;5.7;5.4;10.0;11.8;12.5;8.6;11.8;11.9;11.7;12.0;13.0;12.2;11.6;10.4
"0884 Vimmerby";"etanol";..;..;..;..;..;..;..;..;..;..;0.3;0.3;0.2;0.2;0.1;0.1;0.1
"0884 Vimmerby";"E85";..;..;..;..;..;..;..;0.3;0.2;0.3;..;..;..;..;..;..;..
"0884 Vimmerby";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"0884 Vimmerby";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4.6;0.6
"0884 Vimmerby";"eldningsolja nr 1";5.7;6.6;6.2;5.4;6.2;5.4;3.9;4.6;3.5;4.1;3.3;3.5;3.7;4.0;2.2;1.5;1.7
"0884 Vimmerby";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";3.1;3.8;3.3;3.4;2.4;2.2;1.4;2.3;2.6;2.7;2.2;1.0;1.2;1.8;1.2;0.9;1.1
"0884 Vimmerby";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.1;0.0;0.0;0.0;0.1;..;0.0;..
"0884 Vimmerby";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0884 Vimmerby";"Eldningsolja nr 2-5";0.1;0.2;0.2;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"0884 Vimmerby";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.1;0.2;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"0884 Vimmerby";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0884 Vimmerby";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"0885 Borgholm";"motorbensin";9.6;9.7;10.4;10.5;10.6;9.7;7.8;7.7;7.3;7.3;6.7;6.8;6.4;5.4;5.3;5.2;5.0
"0885 Borgholm";"dieselbr�nsle";4.4;5.5;6.8;7.4;7.0;7.7;4.0;6.5;3.9;5.0;5.5;5.5;5.7;5.6;6.0;6.4;6.3
"0885 Borgholm";"etanol";..;..;..;..;..;..;..;..;..;..;0.3;0.3;0.2;0.2;0.1;0.0;0.0
"0885 Borgholm";"E85";..;..;..;..;..;..;..;0.3;0.2;0.2;..;..;..;..;..;..;..
"0885 Borgholm";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"0885 Borgholm";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.1
"0885 Borgholm";"eldningsolja nr 1";2.3;2.5;2.5;1.9;1.8;1.7;1.0;0.8;0.3;0.9;0.6;0.5;0.5;0.4;0.5;0.4;0.4
"0885 Borgholm";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";2.2;2.3;2.3;1.7;1.7;1.5;0.9;0.6;0.3;0.7;0.5;0.4;0.4;0.4;0.4;0.3;0.3
"0885 Borgholm";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;1.0;1.1;1.2;0.0;0.0;0.0;..;..;0.0;..
"0885 Borgholm";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.4;0.6;0.5;0.0;0.0;0.0;..;..;0.0;..
"0885 Borgholm";"Eldningsolja nr 2-5";0.1;0.1;2.3;2.6;2.6;2.4;1.9;..;..;..;..;..;..;..;..;0.0;..
"0885 Borgholm";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.1;0.1;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"0885 Borgholm";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;1.1;2.2;2.4;0.0;0.0;0.0;..;..;0.0;..
"0885 Borgholm";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.4;1.5;1.8;0.0;0.0;0.0;..;..;0.0;..
"0980 Gotland";"motorbensin";39.2;40.6;40.6;39.2;38.1;42.7;42.6;42.4;42.3;26.8;31.5;29.6;28.1;26.9;28.1;27.4;25.2
"0980 Gotland";"dieselbr�nsle";34.7;33.9;38.0;37.9;34.8;33.8;28.0;39.6;44.6;35.7;42.8;35.0;35.0;36.8;38.3;38.6;39.2
"0980 Gotland";"etanol";..;..;..;..;..;..;..;..;..;..;0.4;0.7;0.5;0.5;0.4;0.2;0.2
"0980 Gotland";"E85";..;..;..;..;..;..;..;1.1;0.7;0.4;..;..;..;..;..;..;..
"0980 Gotland";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"0980 Gotland";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"0980 Gotland";"eldningsolja nr 1";26.7;27.0;24.2;20.3;17.5;15.5;11.1;10.0;9.6;9.5;10.4;13.7;13.9;12.2;12.0;8.7;10.8
"0980 Gotland";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";25.8;26.1;22.4;18.6;13.1;11.7;9.4;9.1;9.1;8.3;8.0;11.2;11.8;10.9;11.0;8.3;9.7
"0980 Gotland";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;5.8;13.1;11.0;8.2;13.8;13.4;15.8;..
"0980 Gotland";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;1.8;0.0;0.0;1.1;0.0;0.0;..
"0980 Gotland";"Eldningsolja nr 2-5";15.1;14.0;30.6;11.3;10.9;18.7;18.8;..;..;..;..;..;..;..;..;0.0;..
"0980 Gotland";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";2.3;0.9;2.0;0.7;0.7;0.0;0.1;..;..;..;..;..;..;..;..;0.0;..
"0980 Gotland";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;23.0;18.9;9.4;13.4;42.6;41.8;34.8;..;0.0;..
"0980 Gotland";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;13.1;42.3;41.3;34.1;..;0.0;..
"1060 Olofstr�m";"motorbensin";11.6;12.3;13.2;13.2;10.5;7.6;9.3;8.4;6.7;6.7;5.9;5.8;5.4;5.7;6.3;6.3;5.8
"1060 Olofstr�m";"dieselbr�nsle";5.7;5.5;6.1;5.5;5.2;5.5;8.0;7.7;5.0;5.9;5.6;5.6;4.8;5.1;5.7;6.7;7.5
"1060 Olofstr�m";"etanol";..;..;..;..;..;..;..;..;..;..;0.2;0.3;0.2;0.2;0.1;0.1;0.1
"1060 Olofstr�m";"E85";..;..;..;..;..;..;..;0.2;0.1;0.2;..;..;..;..;..;..;..
"1060 Olofstr�m";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1060 Olofstr�m";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.0
"1060 Olofstr�m";"eldningsolja nr 1";4.3;4.8;4.2;3.3;2.9;2.6;1.8;1.6;3.6;2.1;1.4;1.0;0.6;0.6;0.5;0.3;..
"1060 Olofstr�m";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";3.7;4.2;3.3;2.5;2.2;2.0;1.6;1.2;3.3;1.6;1.2;0.9;0.5;0.5;0.4;0.3;0.3
"1060 Olofstr�m";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1060 Olofstr�m";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1060 Olofstr�m";"Eldningsolja nr 2-5";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1060 Olofstr�m";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1060 Olofstr�m";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1060 Olofstr�m";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1080 Karlskrona";"motorbensin";34.6;35.9;36.7;34.8;34.0;32.0;35.5;33.7;33.8;33.6;30.5;28.8;24.9;23.2;22.6;21.9;20.8
"1080 Karlskrona";"dieselbr�nsle";14.7;16.9;17.2;15.3;15.0;15.5;15.0;16.4;16.2;21.5;21.1;26.1;21.5;18.2;19.3;20.9;22.2
"1080 Karlskrona";"etanol";..;..;..;..;..;..;..;..;..;..;1.1;1.6;1.1;1.1;0.8;0.4;0.3
"1080 Karlskrona";"E85";..;..;..;..;..;..;..;1.4;1.2;1.5;..;..;..;..;..;..;..
"1080 Karlskrona";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1080 Karlskrona";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3.1;2.1
"1080 Karlskrona";"eldningsolja nr 1";21.3;25.7;35.8;15.7;12.9;11.7;14.4;11.3;13.1;16.6;13.5;12.4;6.3;2.1;1.8;3.0;3.3
"1080 Karlskrona";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";19.2;23.4;19.9;14.1;11.1;10.1;10.4;9.3;12.4;15.8;13.4;12.2;6.2;2.1;1.8;2.9;3.3
"1080 Karlskrona";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1080 Karlskrona";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1080 Karlskrona";"Eldningsolja nr 2-5";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1080 Karlskrona";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1080 Karlskrona";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1080 Karlskrona";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1081 Ronneby";"motorbensin";17.9;18.0;18.3;18.1;18.9;17.8;16.8;15.6;16.6;15.1;13.8;13.0;14.1;13.8;14.0;13.7;13.2
"1081 Ronneby";"dieselbr�nsle";4.7;5.0;6.7;7.3;6.8;7.1;8.3;8.2;10.1;11.0;8.5;9.2;10.2;10.7;12.1;13.0;14.0
"1081 Ronneby";"etanol";..;..;..;..;..;..;..;..;..;..;0.5;0.7;0.6;0.6;0.5;0.3;0.2
"1081 Ronneby";"E85";..;..;..;..;..;..;..;0.3;0.4;0.6;..;..;..;..;..;..;..
"1081 Ronneby";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1081 Ronneby";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.3
"1081 Ronneby";"eldningsolja nr 1";10.7;11.6;13.6;11.1;8.3;7.2;8.0;6.0;5.5;7.7;2.2;1.8;1.6;1.3;0.8;1.9;2.9
"1081 Ronneby";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";8.3;8.9;6.9;5.2;3.9;3.3;3.1;4.1;3.9;5.9;1.0;0.9;0.8;0.9;0.6;0.7;0.7
"1081 Ronneby";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1081 Ronneby";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1081 Ronneby";"Eldningsolja nr 2-5";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1081 Ronneby";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1081 Ronneby";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1081 Ronneby";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1082 Karlshamn";"motorbensin";21.0;20.2;21.1;22.0;22.5;23.5;20.2;18.5;20.3;17.8;20.6;15.6;14.9;20.5;22.8;21.6;19.3
"1082 Karlshamn";"dieselbr�nsle";10.5;10.5;11.4;12.6;23.3;25.0;31.3;36.3;35.6;37.4;65.2;51.5;48.8;55.5;54.5;50.2;41.9
"1082 Karlshamn";"etanol";..;..;..;..;..;..;..;..;..;..;0.5;0.8;0.6;0.6;0.4;0.2;0.2
"1082 Karlshamn";"E85";..;..;..;..;..;..;..;0.5;0.5;0.7;..;..;..;..;..;..;..
"1082 Karlshamn";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.2;..
"1082 Karlshamn";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.1;3.4
"1082 Karlshamn";"eldningsolja nr 1";13.8;11.8;17.5;11.5;10.1;8.6;11.7;8.3;5.5;8.0;13.3;9.7;13.8;14.2;10.5;34.6;6.4
"1082 Karlshamn";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";13.5;11.1;13.9;8.1;4.7;4.0;8.1;6.7;4.9;7.1;11.7;8.9;12.7;14.1;10.4;26.4;6.3
"1082 Karlshamn";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.3;0.3;0.6;0.0;0.0;0.4;1.2;..;0.0;..
"1082 Karlshamn";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.1;0.2;0.2;0.0;0.0;0.0;..;..;0.0;..
"1082 Karlshamn";"Eldningsolja nr 2-5";59.8;201.0;151.9;44.8;35.2;93.8;18.3;..;..;..;..;..;..;..;..;0.0;..
"1082 Karlshamn";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";10.5;0.4;0.7;0.9;0.9;0.8;0.7;..;..;..;..;..;..;..;..;0.0;..
"1082 Karlshamn";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;60.1;1.0;6.3;4.3;16.6;14.6;6.6;5.4;1.7;..
"1082 Karlshamn";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.3;0.6;0.7;0.2;0.0;0.0;..;0.0;0.0;..
"1083 S�lvesborg";"motorbensin";12.9;12.2;13.1;12.9;13.0;13.1;13.7;12.3;11.4;10.1;9.6;8.6;8.3;5.7;5.2;5.1;4.9
"1083 S�lvesborg";"dieselbr�nsle";5.0;5.1;5.7;6.7;6.2;6.6;5.4;5.6;7.4;7.6;7.0;7.3;6.6;5.0;4.0;4.1;4.5
"1083 S�lvesborg";"etanol";..;..;..;..;..;..;..;..;..;..;0.4;0.4;0.3;0.3;0.1;0.1;0.1
"1083 S�lvesborg";"E85";..;..;..;..;..;..;..;0.4;0.3;0.4;..;..;..;..;..;..;..
"1083 S�lvesborg";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1083 S�lvesborg";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.0
"1083 S�lvesborg";"eldningsolja nr 1";9.2;9.0;8.9;8.1;6.6;5.6;4.6;3.9;2.0;3.5;1.9;0.9;1.3;0.9;1.4;1.1;1.7
"1083 S�lvesborg";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";7.8;7.5;6.9;6.4;4.6;3.9;3.7;2.0;1.3;2.4;1.5;0.4;0.7;0.3;0.8;0.6;1.1
"1083 S�lvesborg";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1083 S�lvesborg";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1083 S�lvesborg";"Eldningsolja nr 2-5";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1083 S�lvesborg";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1083 S�lvesborg";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1083 S�lvesborg";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1214 Sval�v";"motorbensin";6.4;6.9;7.8;7.1;6.1;5.4;6.8;6.5;5.0;4.5;4.1;4.2;3.7;3.6;3.6;3.5;3.3
"1214 Sval�v";"dieselbr�nsle";4.1;4.4;4.3;3.9;2.6;2.3;2.9;2.9;3.3;2.8;2.2;2.4;1.9;1.9;2.2;2.3;2.4
"1214 Sval�v";"etanol";..;..;..;..;..;..;..;..;..;..;0.1;0.1;0.1;0.1;0.1;0.0;0.0
"1214 Sval�v";"E85";..;..;..;..;..;..;..;0.1;0.1;0.1;..;..;..;..;..;..;..
"1214 Sval�v";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1214 Sval�v";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.1
"1214 Sval�v";"eldningsolja nr 1";6.8;5.1;4.0;3.1;2.3;2.0;1.2;0.9;2.0;1.2;0.6;0.4;0.5;0.4;0.4;0.2;0.1
"1214 Sval�v";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";6.4;4.8;3.7;2.8;1.8;1.5;1.0;0.7;0.6;1.2;0.6;0.4;0.5;0.3;0.3;0.1;0.1
"1214 Sval�v";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.3;0.3;0.2;0.0;0.0;0.0;..;..;0.0;..
"1214 Sval�v";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.2;0.2;0.1;0.0;0.0;0.0;..;..;0.0;..
"1214 Sval�v";"Eldningsolja nr 2-5";0.8;0.4;1.2;1.5;1.2;1.0;0.6;..;..;..;..;..;..;..;..;0.0;..
"1214 Sval�v";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.7;0.3;1.2;1.5;1.1;1.0;0.6;..;..;..;..;..;..;..;..;0.0;..
"1214 Sval�v";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.2;0.3;0.3;0.0;0.0;0.0;..;..;0.0;..
"1214 Sval�v";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.1;0.2;0.3;0.0;0.0;0.0;..;..;0.0;..
"1230 Staffanstorp";"motorbensin";12.4;12.5;12.5;13.6;14.0;12.7;15.9;16.8;17.1;20.3;16.3;10.7;9.9;9.7;9.6;9.2;8.7
"1230 Staffanstorp";"dieselbr�nsle";5.0;5.3;4.9;5.0;5.2;5.3;6.8;8.5;7.3;8.2;11.7;7.9;7.9;8.4;9.0;9.7;10.7
"1230 Staffanstorp";"etanol";..;..;..;..;..;..;..;..;..;..;0.9;0.6;0.4;0.4;0.2;0.1;0.1
"1230 Staffanstorp";"E85";..;..;..;..;..;..;..;0.4;0.3;0.6;..;..;..;..;..;..;..
"1230 Staffanstorp";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1230 Staffanstorp";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.1
"1230 Staffanstorp";"eldningsolja nr 1";5.8;5.0;4.1;3.0;2.5;2.3;1.3;1.0;1.1;0.9;0.6;0.3;0.2;0.2;0.1;0.2;0.2
"1230 Staffanstorp";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";5.3;4.7;3.8;2.7;2.3;2.1;1.2;0.8;1.0;0.8;0.5;0.2;0.2;0.1;0.1;0.2;0.2
"1230 Staffanstorp";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1230 Staffanstorp";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
