"region";"varuslag";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017"
"1461 Mellerud";"motorbensin";3.0;2.6;3.3;4.3;6.3;6.3;7.2;7.6;5.2;5.0;4.5;4.2;4.0;3.9;4.3;4.3;3.7
"1461 Mellerud";"dieselbr�nsle";2.5;2.4;2.1;2.6;2.8;3.1;3.7;3.9;3.9;3.3;4.4;5.0;4.0;3.6;4.2;4.5;4.3
"1461 Mellerud";"etanol";..;..;..;..;..;..;..;..;..;..;0.2;0.2;0.2;0.2;0.1;0.1;0.1
"1461 Mellerud";"E85";..;..;..;..;..;..;..;0.4;0.3;0.3;..;..;..;..;..;..;..
"1461 Mellerud";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1461 Mellerud";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.1
"1461 Mellerud";"eldningsolja nr 1";1.2;1.0;0.6;0.3;0.2;0.2;0.1;0.1;1.9;0.1;0.4;0.3;0.4;0.3;0.3;0.2;0.2
"1461 Mellerud";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";1.2;1.0;0.5;0.3;0.2;0.2;0.1;0.1;0.6;0.1;0.4;0.3;0.3;0.3;0.2;0.2;0.2
"1461 Mellerud";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;8.4;9.1;10.6;0.0;0.0;0.0;..;..;0.0;..
"1461 Mellerud";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;3.6;5.1;4.4;0.0;0.0;0.0;..;..;0.0;..
"1461 Mellerud";"Eldningsolja nr 2-5";8.3;5.3;22.0;18.3;26.8;24.0;22.8;..;..;..;..;..;..;..;..;0.0;..
"1461 Mellerud";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.4;0.0;2.0;0.8;0.7;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1461 Mellerud";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;19.7;22.8;20.5;0.0;0.0;0.0;..;..;0.0;..
"1461 Mellerud";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;3.5;13.2;15.5;0.0;0.0;0.0;..;..;0.0;..
"1462 Lilla Edet";"motorbensin";7.3;7.5;8.0;7.6;5.9;5.0;5.5;5.9;6.4;5.2;4.5;4.8;4.8;4.9;5.1;5.3;5.2
"1462 Lilla Edet";"dieselbr�nsle";3.5;3.4;3.7;4.3;4.8;4.8;3.4;3.5;3.0;3.4;3.8;4.2;3.6;4.2;5.4;7.4;8.1
"1462 Lilla Edet";"etanol";..;..;..;..;..;..;..;..;..;..;0.2;0.2;0.1;0.1;0.1;0.0;0.0
"1462 Lilla Edet";"E85";..;..;..;..;..;..;..;0.1;0.0;0.1;..;..;..;..;..;..;..
"1462 Lilla Edet";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1462 Lilla Edet";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.1
"1462 Lilla Edet";"eldningsolja nr 1";2.5;2.7;2.4;1.8;1.3;1.2;0.7;0.6;1.7;0.5;0.2;0.1;0.1;0.1;..;0.6;0.3
"1462 Lilla Edet";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";2.5;2.6;2.4;1.5;1.3;1.1;0.6;0.4;1.6;0.4;0.2;0.1;0.1;0.1;..;0.1;0.1
"1462 Lilla Edet";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;7.3;9.8;11.2;5.0;0.2;0.4;0.1;..;0.0;..
"1462 Lilla Edet";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.7;0.9;0.8;0.0;0.0;0.0;..;..;0.0;..
"1462 Lilla Edet";"Eldningsolja nr 2-5";5.8;4.8;10.7;10.8;11.3;11.3;11.9;..;..;..;..;..;..;..;..;0.0;..
"1462 Lilla Edet";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.8;0.2;0.3;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1462 Lilla Edet";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;2.0;3.5;3.7;0.0;0.0;0.0;..;..;0.0;..
"1462 Lilla Edet";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.7;2.4;2.8;0.0;0.0;0.0;..;..;0.0;..
"1463 Mark";"motorbensin";17.7;18.3;18.8;18.5;17.4;17.3;18.9;18.1;17.2;16.7;15.7;14.5;13.2;12.8;12.7;12.6;11.8
"1463 Mark";"dieselbr�nsle";6.0;6.2;7.3;8.4;8.2;8.3;9.3;9.9;9.0;11.3;9.8;10.8;10.8;11.5;12.5;13.3;13.7
"1463 Mark";"etanol";..;..;..;..;..;..;..;..;..;..;0.6;0.6;0.4;0.4;0.2;0.1;0.1
"1463 Mark";"E85";..;..;..;..;..;..;..;0.4;0.3;0.5;..;..;..;..;..;..;..
"1463 Mark";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1463 Mark";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.1
"1463 Mark";"eldningsolja nr 1";15.7;11.6;9.2;7.2;5.5;5.2;4.6;3.2;2.1;3.0;1.3;1.1;1.1;0.9;0.5;0.5;0.4
"1463 Mark";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";15.1;10.9;7.0;5.1;3.5;3.4;3.2;2.5;1.6;2.4;0.8;0.6;0.7;0.4;0.4;0.3;0.3
"1463 Mark";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;2.2;0.5;1.4;2.6;2.3;1.5;0.8;..;0.0;..
"1463 Mark";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.2;0.3;0.2;0.3;0.0;0.0;..;..;0.0;..
"1463 Mark";"Eldningsolja nr 2-5";7.6;3.8;6.0;5.2;5.3;4.7;3.8;..;..;..;..;..;..;..;..;0.0;..
"1463 Mark";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.2;0.0;2.0;0.7;0.7;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1463 Mark";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.5;0.9;1.0;0.0;0.0;0.0;..;..;0.0;..
"1463 Mark";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.2;0.6;0.8;0.0;0.0;0.0;..;..;0.0;..
"1465 Svenljunga";"motorbensin";6.1;6.4;6.8;7.1;5.2;4.9;4.8;4.8;4.8;3.8;3.5;3.3;3.0;3.3;3.2;3.3;3.1
"1465 Svenljunga";"dieselbr�nsle";4.0;3.9;4.7;4.9;5.1;5.2;5.2;5.6;5.3;6.0;3.7;4.6;4.4;4.9;5.2;5.6;5.6
"1465 Svenljunga";"etanol";..;..;..;..;..;..;..;..;..;..;0.1;0.1;0.1;0.1;0.1;0.0;0.0
"1465 Svenljunga";"E85";..;..;..;..;..;..;..;0.2;0.1;0.1;..;..;..;..;..;..;..
"1465 Svenljunga";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1465 Svenljunga";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.0
"1465 Svenljunga";"eldningsolja nr 1";2.9;2.3;1.9;2.0;1.7;1.6;1.4;2.9;1.9;1.5;0.5;0.4;0.3;0.2;0.3;0.2;0.2
"1465 Svenljunga";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";2.8;2.2;1.7;1.7;1.3;1.2;0.8;1.1;0.8;0.6;0.2;0.1;0.2;0.1;0.1;0.2;0.1
"1465 Svenljunga";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1465 Svenljunga";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1465 Svenljunga";"Eldningsolja nr 2-5";0.3;0.4;0.4;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1465 Svenljunga";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.2;0.4;0.4;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1465 Svenljunga";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1465 Svenljunga";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1466 Herrljunga";"motorbensin";5.4;5.7;6.4;6.1;5.1;4.3;4.6;4.2;2.2;2.6;3.5;3.2;2.3;2.1;1.4;1.1;1.0
"1466 Herrljunga";"dieselbr�nsle";2.9;2.6;2.9;2.7;2.5;2.6;2.9;4.4;3.1;2.6;2.6;2.1;1.6;1.6;1.1;0.8;1.0
"1466 Herrljunga";"etanol";..;..;..;..;..;..;..;..;..;..;0.1;0.1;0.0;0.0;0.0;0.0;..
"1466 Herrljunga";"E85";..;..;..;..;..;..;..;0.0;0.0;0.1;..;..;..;..;..;..;..
"1466 Herrljunga";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1466 Herrljunga";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2.4;4.7
"1466 Herrljunga";"eldningsolja nr 1";1.3;1.3;1.1;0.8;0.7;0.7;0.6;1.1;0.8;0.7;0.5;0.4;0.4;0.4;0.3;..;0.4
"1466 Herrljunga";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";1.2;1.1;0.9;0.6;0.5;0.5;0.4;0.8;0.5;0.5;0.2;0.0;0.1;0.0;0.0;0.0;0.0
"1466 Herrljunga";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1466 Herrljunga";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1466 Herrljunga";"Eldningsolja nr 2-5";0.7;0.5;0.6;0.5;0.5;0.4;0.0;..;..;..;..;..;..;..;..;0.0;..
"1466 Herrljunga";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.7;0.5;0.6;0.5;0.5;0.4;0.0;..;..;..;..;..;..;..;..;0.0;..
"1466 Herrljunga";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.1;0.0;0.0;0.0;..;..;0.0;..
"1466 Herrljunga";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.1;0.0;0.0;0.0;..;..;0.0;..
"1470 Vara";"motorbensin";10.7;11.2;11.6;12.1;11.5;10.3;9.4;8.6;8.0;7.9;6.5;6.4;6.0;5.7;5.6;5.6;5.5
"1470 Vara";"dieselbr�nsle";24.6;25.3;26.8;26.7;23.1;21.4;16.5;16.6;11.6;15.4;11.7;12.0;12.2;12.2;12.9;13.0;11.9
"1470 Vara";"etanol";..;..;..;..;..;..;..;..;..;..;0.3;0.3;0.2;0.2;0.1;0.1;0.1
"1470 Vara";"E85";..;..;..;..;..;..;..;0.4;0.3;0.3;..;..;..;..;..;..;..
"1470 Vara";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.4;0.0
"1470 Vara";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.5;3.9
"1470 Vara";"eldningsolja nr 1";6.2;5.5;4.8;3.1;2.6;2.4;2.8;2.9;1.1;2.2;1.2;0.8;0.6;0.4;0.4;0.3;0.2
"1470 Vara";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";5.6;5.0;4.6;2.9;2.5;2.2;2.5;2.5;0.7;1.7;0.7;0.5;0.3;0.3;0.2;0.1;0.1
"1470 Vara";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.2;0.2;0.2;0.1;0.3;0.4;..;..;0.0;..
"1470 Vara";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.1;0.1;0.1;0.0;0.0;0.0;..;..;0.0;..
"1470 Vara";"Eldningsolja nr 2-5";0.2;0.2;0.4;0.4;0.4;0.4;0.3;..;..;..;..;..;..;..;..;0.0;..
"1470 Vara";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1470 Vara";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.2;0.3;0.4;0.0;0.0;0.0;..;..;0.0;..
"1470 Vara";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.1;0.2;0.3;0.0;0.0;0.0;..;..;0.0;..
"1471 G�tene";"motorbensin";6.5;6.7;6.1;5.6;5.3;5.5;5.6;5.0;3.8;4.9;4.4;4.2;4.0;3.8;3.7;3.6;3.6
"1471 G�tene";"dieselbr�nsle";9.1;9.1;9.2;10.0;9.3;10.4;11.0;13.1;8.6;11.8;9.8;10.4;10.4;10.2;10.3;10.5;9.3
"1471 G�tene";"etanol";..;..;..;..;..;..;..;..;..;..;0.1;0.2;0.1;0.1;0.2;0.0;0.0
"1471 G�tene";"E85";..;..;..;..;..;..;..;0.2;0.1;0.1;..;..;..;..;..;..;..
"1471 G�tene";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.3;0.0
"1471 G�tene";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5.5;11.3
"1471 G�tene";"eldningsolja nr 1";8.7;9.7;7.6;6.7;6.8;5.9;8.4;7.9;4.6;6.0;3.8;3.9;3.6;1.8;0.4;0.8;0.3
"1471 G�tene";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";4.5;6.1;3.0;2.3;1.8;1.7;2.9;2.0;1.1;1.6;0.4;0.2;0.3;0.4;0.4;0.5;0.1
"1471 G�tene";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1471 G�tene";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1471 G�tene";"Eldningsolja nr 2-5";0.2;0.1;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1471 G�tene";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.1;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1471 G�tene";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1471 G�tene";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1472 Tibro";"motorbensin";7.2;7.7;7.5;6.9;6.6;7.6;7.6;7.9;6.5;6.3;5.8;5.3;4.9;4.5;4.4;4.3;4.0
"1472 Tibro";"dieselbr�nsle";3.0;3.2;3.4;3.7;4.5;4.9;5.1;5.7;5.1;6.2;3.9;5.0;5.0;5.2;5.3;5.8;6.0
"1472 Tibro";"etanol";..;..;..;..;..;..;..;..;..;..;0.1;0.2;0.1;0.1;0.1;0.0;0.0
"1472 Tibro";"E85";..;..;..;..;..;..;..;0.1;0.0;0.1;..;..;..;..;..;..;..
"1472 Tibro";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1472 Tibro";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.0
"1472 Tibro";"eldningsolja nr 1";3.2;3.2;2.5;2.3;1.8;1.6;1.1;0.7;0.6;0.7;0.3;0.2;0.1;0.0;0.0;0.0;0.0
"1472 Tibro";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";2.8;2.8;2.1;2.1;1.5;1.3;0.7;0.4;0.3;0.5;0.2;0.1;0.1;0.0;0.0;0.0;0.0
"1472 Tibro";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1472 Tibro";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1472 Tibro";"Eldningsolja nr 2-5";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1472 Tibro";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1472 Tibro";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1472 Tibro";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1473 T�reboda";"motorbensin";4.4;4.4;4.0;3.8;3.5;3.4;3.2;3.0;2.4;2.9;4.4;2.6;2.5;2.4;2.5;2.5;2.4
"1473 T�reboda";"dieselbr�nsle";2.3;3.0;3.6;3.6;3.3;3.4;3.4;4.2;4.7;4.6;5.7;3.4;2.8;2.9;2.7;2.5;2.7
"1473 T�reboda";"etanol";..;..;..;..;..;..;..;..;..;..;0.3;0.1;0.1;0.1;0.1;0.0;0.0
"1473 T�reboda";"E85";..;..;..;..;..;..;..;0.0;0.1;0.1;..;..;..;..;..;..;..
"1473 T�reboda";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.5;0.0
"1473 T�reboda";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.5
"1473 T�reboda";"eldningsolja nr 1";5.0;4.1;5.3;4.8;4.2;3.8;3.7;4.1;4.2;3.5;1.9;2.1;2.1;1.8;0.6;0.4;0.3
"1473 T�reboda";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";2.7;2.3;2.7;2.5;2.3;2.2;3.6;1.9;1.4;1.7;0.4;0.3;0.3;0.3;0.2;0.2;0.2
"1473 T�reboda";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1473 T�reboda";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1473 T�reboda";"Eldningsolja nr 2-5";0.3;0.1;0.2;0.1;0.1;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1473 T�reboda";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";0.0;0.0;0.0;0.0;0.0;0.0;0.0;..;..;..;..;..;..;..;..;0.0;..
"1473 T�reboda";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1473 T�reboda";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1480 G�teborg";"motorbensin";261.0;267.7;269.6;266.5;254.5;245.1;233.8;220.8;204.9;181.4;171.8;162.4;148.7;151.6;149.4;141.4;133.2
"1480 G�teborg";"dieselbr�nsle";317.5;324.2;331.7;361.5;385.6;409.5;371.7;439.6;372.7;323.4;328.0;341.4;331.3;366.8;287.9;332.9;303.3
"1480 G�teborg";"etanol";..;..;..;..;..;..;..;..;..;..;12.4;9.7;6.6;7.3;4.5;2.1;2.0
"1480 G�teborg";"E85";..;..;..;..;..;..;..;15.0;13.1;13.0;..;..;..;..;..;..;..
"1480 G�teborg";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;18.0;7.0
"1480 G�teborg";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;34.2;50.6
"1480 G�teborg";"eldningsolja nr 1";128.6;126.4;113.5;83.7;72.1;63.5;58.0;52.2;58.5;63.2;58.9;98.3;94.2;220.0;80.3;71.9;66.4
"1480 G�teborg";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";118.0;113.4;102.7;75.5;64.4;56.3;53.9;49.3;56.0;61.2;55.6;93.8;91.8;216.2;76.9;53.2;..
"1480 G�teborg";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;4.4;6.6;6.7;13.0;3.7;4.0;1.9;0.0;0.0;..
"1480 G�teborg";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;1.3;6.4;4.6;11.0;3.3;2.6;1.6;0.0;0.0;..
"1480 G�teborg";"Eldningsolja nr 2-5";33.5;25.2;34.9;16.8;18.2;14.0;7.9;..;..;..;..;..;..;..;..;0.0;..
"1480 G�teborg";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";5.2;3.2;2.2;2.8;12.3;8.2;3.9;..;..;..;..;..;..;..;..;0.0;..
"1480 G�teborg";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;2.7;5.7;17.7;53.1;66.6;77.7;5.8;10.6;..;12.7
"1480 G�teborg";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;2.4;5.4;12.8;49.4;63.3;73.7;2.7;5.8;..;5.5
"1481 M�lndal";"motorbensin";47.8;50.3;50.4;49.9;49.7;49.7;38.1;33.6;41.7;30.8;23.1;25.1;23.0;22.2;21.8;21.1;21.0
"1481 M�lndal";"dieselbr�nsle";15.5;16.3;17.5;18.9;19.7;20.5;20.9;23.6;21.6;24.7;25.9;29.1;29.8;32.0;32.1;33.5;36.7
"1481 M�lndal";"etanol";..;..;..;..;..;..;..;..;..;..;1.7;1.6;1.1;1.0;0.5;0.2;0.2
"1481 M�lndal";"E85";..;..;..;..;..;..;..;2.1;1.7;1.8;..;..;..;..;..;..;..
"1481 M�lndal";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1481 M�lndal";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2.1;1.5
"1481 M�lndal";"eldningsolja nr 1";11.1;10.5;8.4;6.6;5.5;5.1;3.6;2.4;2.8;4.1;1.6;1.3;0.7;0.5;1.3;0.3;0.3
"1481 M�lndal";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";10.7;9.9;7.8;6.2;4.9;4.6;3.3;2.1;2.1;3.8;1.4;1.1;0.6;0.4;1.3;0.3;0.2
"1481 M�lndal";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;1.3;1.6;1.0;1.0;0.8;1.1;1.0;..;0.0;..
"1481 M�lndal";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.7;1.4;0.7;0.8;0.8;1.1;1.0;..;0.0;..
"1481 M�lndal";"Eldningsolja nr 2-5";3.7;4.3;5.0;5.4;3.4;3.6;0.8;..;..;..;..;..;..;..;..;0.0;..
"1481 M�lndal";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";1.8;4.3;0.0;2.5;3.3;3.5;0.6;..;..;..;..;..;..;..;..;0.0;..
"1481 M�lndal";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.1;0.1;0.1;0.0;0.0;0.0;..;..;0.0;..
"1481 M�lndal";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.1;0.1;0.0;0.0;0.0;..;..;0.0;..
"1482 Kung�lv";"motorbensin";25.6;26.7;27.0;26.9;27.3;33.7;32.2;36.2;35.1;26.9;24.9;22.8;22.6;20.6;19.0;18.6;16.8
"1482 Kung�lv";"dieselbr�nsle";8.8;9.8;10.2;11.7;13.5;16.0;17.2;28.6;19.3;19.1;20.2;21.3;22.6;21.9;23.5;26.6;27.0
"1482 Kung�lv";"etanol";..;..;..;..;..;..;..;..;..;..;1.2;1.1;0.8;0.7;0.4;0.1;0.2
"1482 Kung�lv";"E85";..;..;..;..;..;..;..;1.4;1.1;1.1;..;..;..;..;..;..;..
"1482 Kung�lv";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.9;..
"1482 Kung�lv";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.4;1.3
"1482 Kung�lv";"eldningsolja nr 1";6.9;6.8;5.9;5.1;4.6;4.1;2.5;1.6;1.4;1.5;0.6;0.6;0.5;0.5;0.4;..;..
"1482 Kung�lv";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";6.3;6.1;5.5;4.7;4.4;3.9;2.4;1.4;1.1;1.4;0.6;0.6;0.5;0.5;0.4;..;..
"1482 Kung�lv";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.2;0.1;0.0;0.0;..;..;0.0;..
"1482 Kung�lv";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
"1482 Kung�lv";"Eldningsolja nr 2-5";3.6;1.4;1.5;0.6;0.6;0.3;0.2;..;..;..;..;..;..;..;..;0.0;..
"1482 Kung�lv";"Eldningsolja nr 2-5 d�rav ej SNI 05-33,35";1.5;0.7;1.0;0.6;0.6;0.3;0.2;..;..;..;..;..;..;..;..;0.0;..
"1482 Kung�lv";"eldningsolja nr 3-6 ";..;..;..;..;..;..;..;0.2;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;..
"1482 Kung�lv";"eldningsolja nr 3-6 d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.2;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0;..
"1484 Lysekil";"motorbensin";7.1;7.5;7.4;7.5;6.8;6.7;6.0;5.9;5.6;5.0;5.9;4.6;6.1;3.9;3.8;4.9;4.2
"1484 Lysekil";"dieselbr�nsle";4.6;4.2;4.3;4.4;4.3;4.7;4.6;5.2;3.4;4.4;4.6;4.6;7.3;5.8;6.7;10.5;9.9
"1484 Lysekil";"etanol";..;..;..;..;..;..;..;..;..;..;0.1;0.1;0.1;0.1;0.1;0.0;0.0
"1484 Lysekil";"E85";..;..;..;..;..;..;..;0.2;0.0;0.1;..;..;..;..;..;..;..
"1484 Lysekil";"FAME";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;..
"1484 Lysekil";"HVO";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0.0;0.0
"1484 Lysekil";"eldningsolja nr 1";11.2;12.3;7.8;6.1;5.1;4.4;4.1;3.4;3.0;3.1;2.9;2.6;2.2;1.5;..;1.5;1.3
"1484 Lysekil";"eldningsolja nr 1 d�rav ej SNI 05-33, 35";10.3;11.1;6.8;5.4;4.5;3.9;4.1;3.2;2.6;2.7;2.6;2.4;2.1;1.4;1.5;1.4;1.2
"1484 Lysekil";"eldningsolja nr 2 inkl. WRD";..;..;..;..;..;..;..;0.0;0.0;0.1;0.0;0.0;0.0;..;..;0.0;..
"1484 Lysekil";"eldningsolja nr 2 inkl. WRD d�rav ej SNI 05-33, 35";..;..;..;..;..;..;..;0.0;0.0;0.0;0.0;0.0;0.0;..;..;0.0;..
