"varuslag";"f�rbrukarkategori";"1997M01";"1997M02";"1997M03";"1997M04";"1997M05";"1997M06";"1997M07";"1997M08";"1997M09";"1997M10";"1997M11";"1997M12";"1998M01";"1998M02";"1998M03";"1998M04";"1998M05";"1998M06";"1998M07";"1998M08";"1998M09";"1998M10";"1998M11";"1998M12";"1999M01";"1999M02";"1999M03";"1999M04";"1999M05";"1999M06";"1999M07";"1999M08";"1999M09";"1999M10";"1999M11";"1999M12";"2000M01";"2000M02";"2000M03";"2000M04";"2000M05";"2000M06";"2000M07";"2000M08";"2000M09";"2000M10";"2000M11";"2000M12";"2001M01";"2001M02";"2001M03";"2001M04";"2001M05";"2001M06";"2001M07";"2001M08";"2001M09";"2001M10";"2001M11";"2001M12";"2002M01";"2002M02";"2002M03";"2002M04";"2002M05";"2002M06";"2002M07";"2002M08";"2002M09";"2002M10";"2002M11";"2002M12";"2003M01";"2003M02";"2003M03";"2003M04";"2003M05";"2003M06";"2003M07";"2003M08";"2003M09";"2003M10";"2003M11";"2003M12";"2004M01";"2004M02";"2004M03";"2004M04";"2004M05";"2004M06";"2004M07";"2004M08";"2004M09";"2004M10";"2004M11";"2004M12";"2005M01";"2005M02";"2005M03";"2005M04";"2005M05";"2005M06";"2005M07";"2005M08";"2005M09";"2005M10";"2005M11";"2005M12";"2006M01";"2006M02";"2006M03";"2006M04";"2006M05";"2006M06";"2006M07";"2006M08";"2006M09";"2006M10";"2006M11";"2006M12";"2007M01";"2007M02";"2007M03";"2007M04";"2007M05";"2007M06";"2007M07";"2007M08";"2007M09";"2007M10";"2007M11";"2007M12";"2008M01";"2008M02";"2008M03";"2008M04";"2008M05";"2008M06";"2008M07";"2008M08";"2008M09";"2008M10";"2008M11";"2008M12";"2009M01";"2009M02";"2009M03";"2009M04";"2009M05";"2009M06";"2009M07";"2009M08";"2009M09";"2009M10";"2009M11";"2009M12";"2010M01";"2010M02";"2010M03";"2010M04";"2010M05";"2010M06";"2010M07";"2010M08";"2010M09";"2010M10";"2010M11";"2010M12";"2011M01";"2011M02";"2011M03";"2011M04";"2011M05";"2011M06";"2011M07";"2011M08";"2011M09";"2011M10";"2011M11";"2011M12";"2012M01";"2012M02";"2012M03";"2012M04";"2012M05";"2012M06";"2012M07";"2012M08";"2012M09";"2012M10";"2012M11";"2012M12";"2013M01";"2013M02";"2013M03";"2013M04";"2013M05";"2013M06";"2013M07";"2013M08";"2013M09";"2013M10";"2013M11";"2013M12";"2014M01";"2014M02";"2014M03";"2014M04";"2014M05";"2014M06";"2014M07";"2014M08";"2014M09";"2014M10";"2014M11";"2014M12";"2015M01";"2015M02";"2015M03";"2015M04";"2015M05";"2015M06";"2015M07";"2015M08";"2015M09";"2015M10";"2015M11";"2015M12";"2016M01";"2016M02";"2016M03";"2016M04";"2016M05";"2016M06";"2016M07";"2016M08";"2016M09";"2016M10";"2016M11";"2016M12";"2017M01";"2017M02";"2017M03";"2017M04";"2017M05";"2017M06";"2017M07";"2017M08";"2017M09";"2017M10";"2017M11";"2017M12"
"motorbensin, m3";"konsumenter";23828;21894;25394;26681;27073;29620;25555;27307;22833;24967;21023;23257;19864;19717;23490;25978;23283;25605;25546;23749;24330;23696;20384;23657;22181;23624;28768;27617;22369;30314;29920;29223;27733;27617;28130;29581;22851;25187;31697;27017;31450;34308;27081;32685;27869;28497;29744;28244;24495;25812;30109;24725;27587;26476;25331;28009;23921;27048;30618;23866;23509;23796;25899;26150;30752;28623;27177;28181;26024;27290;24933;24778;13139;14064;4806;17466;16192;17540;15689;13759;13444;27997;21415;22132;19656;19758;23585;24659;22308;22943;25322;24420;23917;23880;21420;25638;19656;17291;21606;22768;23290;24459;21557;22699;24062;19941;19814;18791;15237;14153;19311;15732;16312;18121;15753;16900;14191;17027;17278;11912;11322;11906;15058;14252;15208;15765;15641;15995;11791;15951;13741;12156;11449;13190;11064;14059;12636;13115;15318;11787;11227;11334;11187;12084;14528;7889;12490;15201;15482;18073;15290;15682;13995;14763;12529;12880;10540;10828;13064;12737;13445;14903;17805;14381;12933;12269;11325;11756;10363;10569;12035;11454;11624;27435;14356;13001;10667;9892;9321;9356;8799;8444;8180;9131;10995;10938;13323;11692;8770;9677;8960;8595;8794;8024;9538;9415;11280;11177;14562;12009;9993;10458;9601;9208;9676;9534;10558;12423;12878;14552;17649;14030;13023;12512;12076;11808;10661;11420;13170;14313;12568;15297;17366;19403;13289;13459;11571;13332;9379;12175;14523;13309;15590;16913;18946;16817;14002;13751;12089;12662;10687;11684;13459;12937;16092;17384;21730;20021;13958;13576;12535;12893
"motorbensin, m3";"bunkring f�r utrikes sj�fart";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"andra l�ttoljor (exkl gas), m3";"totalt exkl bunkring f�r utrikes sj�fart";208;86;184;211;136;191;116;94;146;229;92;107;71;49;42;110;116;77;32;44;55;75;34;88;77;69;84;51;50;107;50;42;41;106;133;55;41;55;89;74;65;84;37;62;31;104;41;11;44;67;74;55;22;62;65;48;79;55;90;30;58;77;55;104;65;139;130;101;82;141;146;74;208;110;102;118;99;112;135;136;97;22;22;98;208;65;102;118;99;112;130;135;100;50;80;85;31;62;21;23;236;21;62;21;22;22;22;21;69;245;23;22;21;0;0;82;21;261;21;0;22;81;49;0;20;43;0;22;226;21;21;0;42;0;287;21;21;22;0;0;21;79;19;22;0;23;27;22;81;0;0;21;21;81;81;21;0;21;18;51;48;42;0;20;81;42;19;21;20;63;22;21;21;21;0;42;22;82;63;21;21;21;49;105;25;0;25;86;26;71;56;0;37;86;19;26;74;26;0;56;67;41;26;46;62;30;59;..;..;..;0;..;..;..;..;..;..;..;..;..;..;0;..;..;0;..;..;..;..;..;..;..;..;..;..;0;..;..;..;0;..;..;..;..;..;..;..;..;..;..;..;..
"andra l�ttoljor (exkl gas), m3";"�terf�rs�ljare";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;52;60;49;6;36;34;13;47;27;50;23;24;50;41;70;33;107;99;11;50;17;21;10;28;30;5;10;4;17;9;37;0;0;0;0;28;30;5;10;4;17;10;35;0;50;50;50;11;0;0;0;221;0;0;0;0;0;0;0;7;223;0;0;0;0;0;0;0;220;0;0;0;0;0;0;0;0;0;0;204;0;0;0;0;0;205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;21;0;0;0;15;0;0;21;0;0;0;0;0;..;0;0;0;0;..;..;0;0;..;0;..;0;0;..;0;0;0;..;0;..;..;..;..;0;..;0;..;0;..;0;..;..;..;..;..;..;..;..;..;0;0;..
"andra l�ttoljor (exkl gas), m3";"konsumenter";198;86;184;211;136;191;116;94;146;229;92;107;71;49;42;110;116;77;32;44;55;75;34;88;77;69;84;51;50;107;50;42;41;106;133;55;41;55;89;74;65;84;37;62;31;104;41;11;13;15;14;6;16;26;31;35;32;28;40;7;34;27;14;34;32;32;31;90;32;124;125;64;180;80;97;108;95;95;126;99;97;22;22;98;180;35;97;108;95;95;120;100;100;0;30;35;20;62;21;23;15;21;62;21;22;22;22;21;62;22;23;22;21;0;0;82;21;41;21;0;22;81;49;0;20;43;0;22;22;21;21;0;42;0;82;21;21;22;0;0;21;79;19;22;0;23;27;22;81;0;0;21;21;81;81;21;0;21;18;51;48;42;0;20;81;42;19;21;20;42;22;21;21;21;0;42;22;82;63;21;21;21;49;105;25;0;25;86;26;50;56;0;37;86;19;26;53;26;0;56;52;41;26;25;62;30;59;..;..;..;0;..;..;..;0;0;..;..;..;..;..;0;..;..;0;..;..;0;..;0;..;..;..;..;0;0;..;..;..;0;..;..;0;..;..;0;..;..;0;..;..;0
"andra l�ttoljor (exkl gas), m3";"bunkring f�r utrikes sj�fart";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"petroleumnafta (lacknafta, white spirit od), m3";"totalt exkl bunkring f�r utrikes sj�fart";1405;311;707;688;527;589;363;665;707;579;457;473;345;519;575;593;491;595;494;414;457;211;351;394;487;641;600;455;258;529;411;294;366;213;371;263;581;716;916;742;1112;993;477;788;409;495;383;617;650;1014;1285;1176;1410;951;707;1312;1090;952;959;577;1107;1047;1081;1060;1267;1065;864;1272;1221;1413;1633;550;3019;2568;2566;2999;2684;3145;1396;2873;2093;2101;3165;1150;2415;2251;2645;3058;2166;2616;1406;1598;2090;1933;3614;3318;1776;1104;2148;2926;2453;2300;1146;1526;1847;1994;1835;1158;2349;1272;1595;1565;1720;1542;1471;1039;1223;1134;1259;539;1271;1021;1461;1321;680;731;506;474;573;344;378;518;573;592;489;575;383;522;343;365;255;227;286;477;358;537;590;745;405;385;258;151;88;150;159;149;131;289;407;532;422;410;246;150;82;72;86;151;126;137;155;109;34;334;246;129;125;109;82;78;74;164;116;67;87;95;84;114;66;86;53;159;10;70;134;293;85;70;70;161;57;146;89;132;134;90;387;88;..;..;59;..;..;..;116;82;..;..;219;..;..;..;..;..;..;..;..;..;134;87;..;367;..;187;..;..;..;147;..;..;81;..;170;114;91;..;..;..;..;..;..;65
"petroleumnafta (lacknafta, white spirit od), m3";"�terf�rs�ljare";2;40;65;83;8;18;5;12;0;1;6;0;20;35;0;0;0;38;62;0;0;0;0;0;0;74;0;0;0;63;34;0;0;45;69;76;45;93;37;69;0;64;17;30;55;60;29;30;564;644;794;1023;900;525;549;969;567;794;750;457;889;869;955;842;1204;1002;706;91;696;100;156;93;107;216;318;165;138;158;150;216;75;129;85;42;119;244;303;203;117;123;176;198;90;283;314;218;943;989;1401;2402;1365;1178;601;761;1215;1238;1089;787;1544;836;841;1109;1006;1053;1095;471;592;760;659;365;654;623;1151;1056;501;630;440;364;486;329;307;390;429;411;421;453;242;457;317;219;176;155;169;440;226;392;475;609;395;385;258;141;88;150;159;149;131;289;407;532;422;410;246;150;82;72;86;151;95;50;127;109;34;334;246;129;125;109;82;78;74;164;116;67;87;95;84;114;66;86;53;159;10;70;134;293;85;70;70;161;57;146;89;132;134;90;387;88;17;44;59;0;..;..;116;82;41;..;219;..;..;..;..;..;..;..;..;..;134;87;..;..;..;..;..;..;..;147;..;..;..;..;170;114;91;..;..;..;..;..;..;65
"petroleumnafta (lacknafta, white spirit od), m3";"konsumenter";1403;271;642;605;519;571;358;653;707;578;451;473;325;484;575;593;491;557;432;414;457;211;351;394;487;567;600;455;258;466;377;294;366;168;302;187;536;623;879;673;1112;929;460;758;354;435;354;587;86;370;491;153;510;426;158;343;523;158;209;120;218;178;126;218;63;63;158;1181;525;1313;1477;457;2912;2352;2248;2834;2546;2987;1246;2657;2018;1972;3080;1108;2296;2007;2342;2855;2049;2493;1230;1400;2000;1650;3300;3100;833;115;747;524;1088;1122;545;765;632;756;746;371;805;436;754;456;714;489;376;568;631;374;600;174;617;398;310;265;179;101;66;110;87;15;71;128;144;181;68;122;141;65;26;146;79;72;117;37;132;145;115;136;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;87;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..;..;0;..;0;0;0;0;..;0;0;0;0;..;0;0;0;0;0;0;0;0;..;..;0;..;0;0;0;0;0;0;..;0;0;0;0;0;0;0;0;0;0;0
"petroleumnafta (lacknafta, white spirit od), m3";"bunkring f�r utrikes sj�fart";0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"flygfotogen, m3";"totalt exkl bunkring f�r utrikes sj�fart";82359;84198;87628;94284;92736;92665;71542;89778;100469;98536;86497;77483;73388;80672;91224;91397;97681;95214;73307;91456;100895;93333;95033;85983;85088;86754;108425;81173;100797;124895;72519;89664;101481;100513;87513;104505;92624;95844;81082;92222;105578;108336;83517;95229;98459;100309;91937;85812;86109;87227;97587;92121;93879;101127;76305;91772;92536;93859;81149;69847;74337;76481;85356;81676;85483;86090;65598;90922;85902;89367;78396;68942;67595;73002;80220;74703;79493;87989;65841;77265;85782;91945;82205;75541;72782;80024;91546;84998;89482;96470;72539;84034;98030;98205;95041;87608;77909;86666;95343;90913;94385;100876;79588;89486;100324;96366;91415;84232;81052;81936;93938;93091;97121;99180;83260;93223;101947;97769;95727;88992;85868;88700;101238;94404;107887;103946;90483;100728;104008;105832;102143;99124;98023;98262;105630;105551;106080;111343;90648;103342;115169;107866;106379;94788;83466;90488;96100;93481;93090;105928;90387;89919;94848;90099;90980;79202;78044;79485;89038;70033;96466;97105;87009;92000;102418;96684;91850;91268;88235;86558;99912;106450;99890;101500;94201;100767;99810;103095;91326;87470;85966;82907;95644;92493;95662;96354;90666;94850;98694;99040;92841;81576;85510;80781;92401;92052;95340;100621;95615;96367;102179;107484;93691;89249;86690;83167;98188;93610;98118;104989;97952;102088;103822;102942;89624;85212;85867;86609;97276;95843;66679;102817;96808;65221;106374;132586;59496;114749;87315;92751;102907;98948;104700;116588;108355;107827;113327;121359;106047;103932;101691;99661;116575;107532;110905;119565;123547;118858;120425;118575;111323;107661
"flygfotogen, m3";"�terf�rs�ljare";0;0;0;0;0;0;0;0;0;0;3243;2998;3053;2868;4592;4611;5281;5664;5399;5746;7770;3078;4993;4828;0;0;5187;0;0;0;0;0;0;0;0;32002;0;0;0;0;0;0;0;24049;0;0;0;0;23545;22278;0;0;0;0;0;0;0;27797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;66;118;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8015;0;0;0;0;0;0;0;31917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"flygfotogen, m3";"konsumenter";82359;84198;87628;94284;92736;92665;74542;89778;100469;98536;83254;74485;70335;77804;86632;86786;92400;89550;67908;85710;93125;90255;90040;81155;85088;86754;103238;81173;100797;124895;72519;89664;101481;100513;87513;72503;92624;95844;81082;92222;105578;108336;83517;71180;98459;100309;91937;85812;62564;64949;97587;92121;93879;101127;76305;91772;92536;66062;81149;69847;74337;76481;85356;81676;85483;86090;65598;90922;85902;89367;78396;68942;67595;73002;80220;74703;79493;87989;65804;77199;85664;91805;82205;75541;72782;80024;91546;84998;89482;96470;72539;84034;98030;98205;95041;87608;77909;86666;95343;90913;94385;100876;79588;89486;100324;96366;91415;84232;81052;81936;93938;93091;97121;99180;83260;93223;101947;97769;95727;88992;85868;88700;101238;94404;99872;103946;90483;100728;104008;105832;102143;99124;66106;98262;105630;105551;106080;111343;90648;103342;115169;107866;106379;94788;83466;90488;96100;93481;93090;105928;90387;89919;94848;90099;90980;79202;78044;79485;88934;70033;96466;97105;87009;92000;102418;96684;91850;91268;88235;86558;99912;106450;99890;101500;94201;100767;99810;103095;91326;87470;84520;82907;95644;92493;95662;96354;90666;94850;98694;99040;92841;81576;85510;80781;92401;92052;95340;100621;95615;96367;102179;107484;93691;89249;86690;83167;98188;93610;98118;104989;97952;102088;103822;102942;89624;85212;85867;86609;97276;95843;66679;102817;96808;65221;106374;132586;59496;114749;87315;92751;102907;98948;104700;116588;108355;107827;113327;121359;106047;103932;101691;99661;116575;107532;110905;119565;123547;118858;120425;118575;111323;107661
"flygfotogen, m3";"bunkring f�r utrikes sj�fart";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"annan fotogen och andra mellanoljor, m3";"totalt exkl bunkring f�r utrikes sj�fart";192;98;220;143;175;132;90;184;190;168;254;140;200;214;188;182;206;167;52;166;132;144;104;169;101;172;226;103;116;156;18;87;136;166;120;135;126;129;239;164;227;138;98;251;161;188;278;195;231;267;229;255;505;229;228;186;135;365;153;243;207;198;331;171;166;172;147;124;315;261;247;470;219;542;327;220;335;421;126;430;324;186;185;154;204;541;332;229;347;420;121;403;350;402;506;513;209;529;322;233;425;176;103;454;274;490;259;225;157;176;200;275;149;124;172;150;166;179;228;116;279;280;268;231;164;107;170;196;149;177;257;121;232;250;215;222;227;190;124;154;258;225;241;173;211;133;216;153;116;155;76;221;200;185;118;162;157;143;138;130;130;128;77;101;90;133;66;104;46;40;112;106;99;51;19;54;116;109;53;82;45;72;67;71;46;19;27;72;96;82;69;0;61;43;79;209;38;53;0;126;0;18;85;363;69;106;322;..;..;..;..;..;..;..;0;..;..;..;..;..;..;..;..;..;..;0;..;0;..;..;0;0;0;0;0;..;0;..;0;0;..;..;0;..;0;0;0;0;0;0;..;0
"annan fotogen och andra mellanoljor, m3";"�terf�rs�ljare";27;1;27;36;16;5;0;0;0;8;110;55;87;78;46;71;83;73;1;84;41;82;41;76;40;42;82;42;40;79;1;1;40;67;39;39;42;45;87;40;94;0;0;88;25;80;80;40;219;260;212;253;501;205;223;182;129;359;139;227;199;179;313;160;163;157;140;8;303;72;37;94;70;71;122;58;38;64;31;57;0;0;0;0;70;71;122;58;38;64;30;50;50;100;102;102;83;65;92;68;63;114;26;145;132;82;65;67;37;69;65;51;67;85;60;76;74;36;85;38;67;49;98;86;19;6;106;88;65;53;171;31;133;78;73;91;96;100;19;90;131;104;103;37;44;35;85;53;79;86;31;116;99;88;56;49;60;47;39;69;48;100;41;81;0;39;20;19;44;40;38;51;19;19;19;0;19;19;53;80;19;19;19;71;46;19;27;19;96;82;69;0;0;19;15;186;13;0;0;74;0;0;31;281;0;0;245;0;..;0;0;0;..;..;0;0;0;0;..;..;..;..;..;..;..;0;..;0;..;..;0;0;0;0;0;..;0;0;0;0;..;..;0;0;0;0;0;0;0;0;0;0
"annan fotogen och andra mellanoljor, m3";"konsumenter";165;97;193;107;159;127;90;184;190;160;144;85;113;136;142;111;123;94;51;82;91;62;63;93;61;130;144;61;76;77;17;86;96;99;81;96;84;84;152;124;133;138;98;163;136;108;198;155;12;7;17;2;4;24;5;4;6;6;14;16;8;19;18;11;3;15;7;116;12;189;210;376;149;471;205;162;297;357;95;373;324;186;185;154;134;470;210;171;309;356;91;353;300;302;404;411;126;464;230;165;362;62;77;309;142;408;194;158;120;107;135;224;82;39;112;74;92;143;143;78;212;231;170;145;145;101;64;108;84;124;86;90;99;172;142;131;131;90;105;64;127;121;138;136;167;98;131;100;37;69;45;105;101;97;62;113;97;96;99;61;82;28;36;20;90;94;46;85;2;0;74;55;80;32;0;54;97;90;0;2;26;53;48;0;0;0;0;53;0;0;0;0;61;24;64;23;25;53;0;52;0;18;54;82;69;106;77;..;0;..;..;..;0;..;0;..;..;..;..;0;0;..;0;0;..;0;0;0;0;0;0;0;0;0;0;0;0;..;0;0;..;..;0;..;0;0;0;0;0;0;..;0
"annan fotogen och andra mellanoljor, m3";"bunkring f�r utrikes sj�fart";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"dieselbr�nsle totalt, m3";"totalt exkl bunkring f�r utrikes sj�fart";240136;236017;245406;296282;252961;314163;209009;264665;294695;311463;280189;286623;241894;261133;294093;278544;277539;279831;251599;302564;324797;318384;312915;310337;243873;274015;321253;289250;266606;282910;253947;303161;309186;288632;311584;357193;236299;261217;292211;260665;333172;288790;234242;333582;318412;314987;321576;317484;292800;270556;298782;275284;314185;285653;255206;326575;294479;331914;331539;278566;280786;263988;298905;325888;313178;290036;287453;327185;328022;354380;330762;316401;300860;314968;304788;312284;313427;311154;286201;343779;352828;364772;317195;332153;275305;311628;344811;331521;316117;356404;284627;349448;372915;354820;375273;400127;289350;332274;356584;361145;371660;381744;299650;392642;396225;363127;360610;365444;353895;330822;374763;338177;387315;379756;317952;400701;387832;396921;394892;359250;360951;359156;392833;362446;410013;377660;345831;419914;394500;465492;404838;384971;362158;388633;361898;440110;424614;400545;361169;413311;441275;442273;392582;406734;356399;360308;403109;392714;391526;426168;361924;405978;435261;436649;387444;402385;368913;397798;445952;407665;425348;446741;392885;433127;469615;448113;458617;469593;392842;407678;455183;436566;478202;438354;405597;475558;477408;474198;446186;435559;398592;421435;435849;412781;471120;436392;416114;472238;445894;481356;458070;422689;421109;403788;434653;451968;485924;440159;436872;485500;469025;501694;454418;409221;419643;405635;450003;465324;470168;469304;432503;476202;494253;496989;443794;443747;424411;430945;475419;482178;463134;523562;456844;516382;521670;514852;480058;484964;410794;455117;484963;485812;512229;499555;451337;528924;521367;514551;515449;480773;439554;429229;503315;452869;523111;505866;460759;523030;504682;516875;499143;462250
"dieselbr�nsle totalt, m3";"�terf�rs�ljare";81525;83005;82954;97167;83678;105273;74339;87416;97312;100308;82553;96340;77207;83694;93383;87381;88489;92885;85668;92466;102319;100131;104035;103365;89598;101210;109111;100244;95264;104419;97599;107864;107350;96939;109061;119685;95328;108111;115181;101486;123566;111341;92606;131655;127102;127318;126816;120961;122788;114025;122846;111964;132009;128479;118810;147335;131697;143502;126592;110626;120085;116988;129395;137162;135212;139063;138395;160997;138836;159301;150084;105576;124956;133565;126367;126671;177502;142591;134319;166291;155860;155484;120590;138161;134175;145440;163614;143875;153369;170172;148746;163345;164356;155708;163584;168215;143941;159194;173018;175627;182229;187879;160767;187663;190960;177387;187103;177452;166360;163018;186732;165732;200329;196082;170539;220279;225706;208402;212408;188586;201452;186753;225793;207344;235378;223121;216360;245833;227792;268166;230565;218619;220240;215595;209582;238685;214793;237395;223987;246750;263741;265043;239428;236260;227246;241553;266012;250663;261113;280965;253727;273141;290667;288735;266044;269269;244250;252863;279957;257611;282455;293842;275009;289396;306769;297481;298919;300613;264140;271913;303052;282348;332311;304032;286690;325656;321548;331484;309610;296771;283460;295264;306790;294762;331390;323643;301103;332591;330051;342697;327362;307788;301991;293947;323243;331350;347019;329895;327774;346990;344223;364671;333400;302362;318601;300770;347186;337932;358955;347491;340088;359271;364593;381835;340751;349630;328850;319946;363461;352558;359719;387645;366534;390061;398488;404879;372814;381367;329379;351946;374353;382456;393704;393560;368216;403389;393253;392418;397891;369105;352287;342983;404997;360555;419716;407856;382199;416607;396945;412972;399704;375245
