"energib�rare";"energifl�den";"1984K1";"1984K2";"1984K3";"1984K4";"1985K1";"1985K2";"1985K3";"1985K4";"1986K1";"1986K2";"1986K3";"1986K4";"1987K1";"1987K2";"1987K3";"1987K4";"1988K1";"1988K2";"1988K3";"1988K4";"1989K1";"1989K2";"1989K3";"1989K4";"1990K1";"1990K2";"1990K3";"1990K4";"1991K1";"1991K2";"1991K3";"1991K4";"1992K1";"1992K2";"1992K3";"1992K4";"1993K1";"1993K2";"1993K3";"1993K4";"1994K1";"1994K2";"1994K3";"1994K4";"1995K1";"1995K2";"1995K3";"1995K4";"1996K1";"1996K2";"1996K3";"1996K4";"1997K1";"1997K2";"1997K3";"1997K4";"1998K1";"1998K2";"1998K3";"1998K4";"1999K1";"1999K2";"1999K3";"1999K4";"2000K1";"2000K2";"2000K3";"2000K4";"2001K1";"2001K2";"2001K3";"2001K4";"2002K1";"2002K2";"2002K3";"2002K4";"2003K1";"2003K2";"2003K3";"2003K4";"2004K1";"2004K2";"2004K3";"2004K4";"2005K1";"2005K2";"2005K3";"2005K4";"2006K1";"2006K2";"2006K3";"2006K4";"2007K1";"2007K2";"2007K3";"2007K4";"2008K1";"2008K2";"2008K3";"2008K4";"2009K1";"2009K2";"2009K3";"2009K4";"2010K1";"2010K2";"2010K3";"2010K4";"2011K1";"2011K2";"2011K3";"2011K4";"2012K1";"2012K2";"2012K3";"2012K4";"2013K1";"2013K2";"2013K3";"2013K4";"2014K1";"2014K2";"2014K3";"2014K4";"2015K1";"2015K2";"2015K3";"2015K4";"2016K1";"2016K2";"2016K3";"2016K4";"2017K1";"2017K2";"2017K3";"2017K4"
"petroleumkoks, asfalt, sm�rj- och v�goljor";"9 slutlig anv�ndning f�r energi�ndam�l inom landet (6+7+8)";..;..;..;..;..;..;..;..;..;..;..;35;35;69;35;35;35;35;70;35;35;69;35;70;35;70;35;35;35;35;35;35;35;35;35;35;766;35;905;244;348;522;592;383;522;522;452;452;452;452;487;696;348;592;626;661;522;383;522;522;522;383;696;487;418;522;278;359;226;349;273;476;330;416;458;434;417;527;543;516;429;546;543;468;354;448;338;580;394;436;375;731;442;653;398;346;438;468;539;469;519;402;110;523;461;509;164;568;356;337;407;671;194;154;459;441;217;313;360;343;380;602;401;533;367;449;397;496;..;..;..;..;..;..;..;..
"petroleumkoks, asfalt, sm�rj- och v�goljor";"9.1 anv�ndning inom industri";..;..;..;..;..;..;..;..;..;..;..;35;35;69;35;35;35;35;70;35;35;69;35;70;35;70;35;35;35;35;35;35;35;35;35;35;766;..;905;244;348;522;592;383;522;522;452;452;452;452;487;696;348;592;626;661;522;383;522;522;522;383;696;487;418;522;278;359;226;349;273;476;330;416;458;434;417;527;543;516;429;546;543;468;354;448;338;580;394;436;375;731;442;653;398;346;438;468;539;469;519;402;110;523;461;509;164;568;356;337;407;671;194;154;459;441;217;313;360;343;380;602;401;533;367;449;397;496;..;..;..;..;..;..;..;..
"petroleumkoks, asfalt, sm�rj- och v�goljor";"9.2 anv�ndning inom samf�rdsel";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"petroleumkoks, asfalt, sm�rj- och v�goljor";"9.3 anv�ndning inom �vrigt (bost�der, service m.m.)";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"propan och butan (gasol)";"1 bruttotillf�rsel";1656;4512;5709;4052;1657;3361;3132;2854;-186;4191;4789;3453;3544;6861;6401;3590;2715;6216;5664;4513;4973;8933;5064;4465;5481;6862;6078;7599;3777;6770;7505;7093;6678;9441;7139;8935;7508;7138;4191;8612;7415;6770;8520;9533;6125;8244;6816;7507;7092;8106;6540;4928;5757;8198;7553;5757;9073;8612;6908;4559;4513;8244;2119;3684;4467;7277;5091;4808;6596;6431;7234;6458;7800;8395;7811;5672;4967;6882;5212;2971;4753;4933;5177;2776;3718;5503;6275;5661;7097;9238;6994;8943;9480;10389;9100;9207;9874;8888;8693;3373;776;5161;3945;6081;6030;7231;7169;5847;8089;9168;7645;7974;6684;4559;4038;3687;8300;8387;9374;7991;7785;6839;4948;4368;5655;7839;3210;2942;7939;6062;7070;7554;7441;7457;5019;5252
"propan och butan (gasol)";"1.1 inhemsk tillf�rsel av prim�ra energib�rare";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"propan och butan (gasol)";"1.2 import";1612;5020;5665;5158;1842;4744;3454;2809;1290;5250;4099;6217;4099;4599;7645;3869;2579;6217;6678;6079;5388;7323;6263;6448;4790;10593;10500;5665;1750;7369;15336;6908;3961;13218;12757;7277;7092;8474;12066;6770;5204;15014;11606;7323;5941;11468;14277;6079;4007;13034;13678;7599;3086;16073;16027;3915;5941;15981;8336;4698;3316;16534;10086;2671;2855;13909;10697;4053;3742;14512;18972;3415;6588;16403;11699;1885;5643;18966;14469;554;5367;12468;14469;3755;6500;13130;12211;7135;5833;22172;12212;8736;8134;13976;15080;7355;9468;16688;13297;3861;3370;12434;11248;8127;4223;13384;18081;6035;8190;25869;13627;7060;4578;16527;11214;5379;8280;13008;16306;9626;11489;16875;17724;4615;6653;17560;18546;2590;..;..;..;..;10359;21851;11712;11960
"propan och butan (gasol)";"1.3 export";553;414;737;322;599;322;322;829;829;599;921;1059;691;507;599;230;322;230;322;230;322;414;368;276;184;322;737;414;1290;829;553;645;3224;461;783;414;3040;967;1197;1105;2187;1013;921;783;1474;1796;1612;645;4329;1520;1888;2579;4882;2533;1888;1290;1934;2441;2165;2901;2671;1842;1566;2809;5895;2625;2586;2385;3554;2485;2248;2346;6651;2901;2122;3555;3471;6492;3831;4299;4412;7039;3831;4204;5976;4667;3825;3945;3470;3006;2811;3726;6008;2775;3170;4057;3282;3565;3049;7520;7602;3341;2897;4731;7565;4328;5284;2424;2530;2743;3288;3163;7632;4744;6696;7229;3370;4014;3878;2907;3881;4926;3968;5109;9264;3952;5127;7777;..;4946;6542;..;..;..;..;10148
"propan och butan (gasol)";"1.4 lagerf�r�ndringar, statistisk differens";-597;94;-781;784;-414;1061;..;-874;647;460;-1611;1705;-136;231;645;49;-458;-229;692;1336;93;-2024;831;1707;-875;3409;3685;-2348;-3317;230;7278;-830;-5941;3316;4835;-2072;-3456;369;6678;-2947;-4698;7231;2165;-2994;-1658;1428;5849;-2072;-7415;3408;5250;92;-7553;5342;6586;-3132;-5066;4928;-737;-2763;-3869;6448;6402;-3823;-7507;4007;3020;-3140;-6408;5596;9490;-5389;-7862;5107;1766;-7341;-2794;5592;5426;-6716;-3798;496;5461;-3225;-3195;2959;2111;-2471;-4734;9929;2407;-3932;-7354;813;2810;-5910;-3687;3235;1555;-7033;-5009;3932;4406;-2686;-9371;1825;5628;-2236;-2428;13958;2694;-4077;-9741;7224;480;-5538;-3390;606;3054;-1272;-177;5110;8807;-4861;-8266;5769;10209;-8129;-3605;..;..;-6584;..;..;..;-3440
"propan och butan (gasol)";"2 bunkring f�r utrikes sj�fart (sv + utl fartyg)";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;46;46;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"propan och butan (gasol)";"3 insatt f�r omvandling till andra energib�rare";414;230;230;414;553;322;184;276;322;184;138;230;322;184;184;322;460;184;138;506;553;414;184;782;967;414;322;875;829;506;276;1059;1474;599;230;1658;1290;322;230;1243;1566;461;322;1428;1566;507;230;1750;1980;645;461;1013;783;276;138;645;737;322;230;829;1013;184;138;461;461;92;92;169;445;118;110;346;834;450;343;848;793;332;282;332;830;310;247;156;286;56;74;159;433;37;46;52;161;19;44;48;101;34;45;179;251;40;42;167;467;52;48;281;225;62;55;67;167;36;33;118;116;17;17;15;28;9;10;25;119;50;48;113;129;..;..;141;..;..;..;..
"propan och butan (gasol)";"4 bruttoproduktion av omvandlade energib�rare";1842;1704;1566;2395;2257;1612;2026;2395;3132;2072;2211;3362;2994;2257;2303;2119;2165;1658;2349;1658;2211;1750;2119;1290;2533;2119;3086;2441;3500;3086;2717;2395;3869;3040;3776;2763;3730;3500;3960;2211;3500;4007;3178;1888;2717;3178;2948;1704;2487;3730;3730;2026;2763;4145;3224;2349;2948;4283;3915;2441;3224;3270;3454;2441;2994;4744;3988;2211;2937;4656;3338;1941;2773;3885;3439;2443;7928;8289;10645;4764;9267;12359;10645;9584;10069;11281;10143;8938;7407;9120;11048;9082;9897;7671;8366;6428;9744;11118;9756;9810;10330;10588;9922;8824;9014;12724;8828;9202;10772;8118;8013;7771;9145;12799;11404;10732;11909;13083;8695;5196;12850;14814;14371;14473;14071;15257;16685;14505;15234;..;14205;..;14957;11813;14568;14717
"propan och butan (gasol)";"5 anv�ndning i energisektorn";..;0;0;0;0;0;0;0;0;0;0;0;0;0;46;92;0;..;0;0;0;0;..;0;..;..;0;0;0;0;0;0;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4216;3857;5252;1298;5065;6002;5252;6073;5057;5292;5004;5126;4106;4733;7107;6807;6587;4471;4859;4440;5982;6143;6342;6479;6767;6600;6569;6935;5429;7425;4921;6145;7264;4507;4341;6076;5264;7209;6469;7152;8156;7896;5366;3280;8775;8817;9496;9259;9342;9664;9978;9033;9587;..;..;..;9524;8370;8501;9800
"propan och butan (gasol)";"6 nettotillf�rsel f�r anv�ndning inom landet (1+2+3+4+5)";3084;5986;7045;6033;3361;4651;4974;4973;2624;6079;6862;6585;6216;8934;8474;5295;4420;7690;7875;5665;6631;10269;6999;4973;7001;8521;8842;9165;6449;9350;9946;8429;9073;11882;10685;10040;9948;10316;7921;9579;9349;10316;11376;9994;7277;10915;9533;7461;7599;11191;9810;5941;7737;12066;10639;7461;11283;12573;10593;6171;6724;11329;5434;5665;7000;11928;8987;6851;9088;10969;10461;8053;9738;11830;10880;7261;7884;10983;10306;6106;8125;10979;10306;6131;8445;11437;11339;9315;9966;13588;10889;11165;12623;13570;12563;11148;13533;13830;12063;6524;4089;9108;7257;7803;9148;12478;11029;8623;11371;12717;11262;9602;10401;10113;8941;7149;11938;13558;12687;9892;11833;12827;9812;9557;10265;13382;9869;8301;13458;..;..;12681;..;..;..;..
"propan och butan (gasol)";"7 �verf�ringsf�rluster";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;-117;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"propan och butan (gasol)";"8 anv�ndning f�r icke energi�ndam�l";875;3869;5066;3823;921;2349;2994;2579;138;3823;4928;4145;3730;6586;6448;2579;1520;4928;5619;2349;3408;7092;4145;875;2349;4744;5527;4099;1566;4836;6125;3132;3776;7323;6816;4790;5619;6494;4513;4836;4559;6079;7369;5158;2303;6310;5757;2441;2395;6678;5987;829;2901;7369;6632;2119;6079;7691;6356;967;1750;7000;1612;691;1704;7737;5181;2532;4327;7074;6792;3245;4603;7232;6854;1769;2438;6076;6246;856;2657;6079;6246;854;3167;6834;7456;4555;4726;8480;6602;5918;6963;8364;7979;5553;8180;8494;7453;2204;503;5491;3819;3082;4393;7792;7033;3739;6163;7773;7329;5268;6330;6397;5553;3685;7657;9512;9337;5883;7629;8842;6470;5691;6228;9322;6529;4296;..;..;..;..;..;..;..;..
"propan och butan (gasol)";"9 slutlig anv�ndning f�r energi�ndam�l inom landet (6+7+8)";2209;2117;1979;2210;2440;2302;1980;2394;2486;2256;1934;2440;2486;2348;2026;2716;2900;2762;2256;3316;3223;3177;2854;4098;4652;3777;3315;5066;4882;4514;3821;5297;5297;4559;3869;5250;4329;3822;3408;4744;4790;4237;4007;4836;4974;4605;3776;5020;5204;4513;3823;5112;4836;4698;4007;5342;5204;4882;4237;5204;4974;4329;3823;4974;5296;4191;3806;4319;4762;3895;3669;4809;5136;4598;4026;5492;5446;4907;4060;5250;5467;4900;4060;5277;5278;4603;3883;4760;5239;5108;4287;5247;5660;5205;4584;5595;5352;5336;4611;4321;3585;3617;3438;4721;4756;4686;3996;4884;5209;4944;3934;4334;4070;3715;3387;3465;4281;4045;3350;4009;4204;3985;3342;3866;4037;4061;3341;4005;..;3879;3286;..;3975;3766;3485;4093
"propan och butan (gasol)";"9.1 anv�ndning inom industri";1887;1795;1565;1934;2072;2026;1704;2072;2072;1934;1612;2164;2118;2026;1750;2348;2486;2394;1888;2809;2901;2763;2440;3361;4053;3316;2762;4375;4191;3915;3222;4606;4744;4237;3454;4882;4099;3592;3178;4375;4467;3961;3638;4559;4698;4375;3546;4652;4652;4099;3454;4698;4467;4329;3730;4882;4836;4559;3915;4836;4605;4053;3178;4513;4974;3915;3224;3684;4145;3546;2994;4053;4530;4255;3507;4949;4962;4530;3702;4854;5011;4524;3702;4953;4853;4254;3384;4331;4552;4229;3692;4545;4538;4138;3643;4511;4263;4241;3643;3598;3134;2937;2884;3799;3712;3667;3080;3878;4179;3903;3083;3565;3808;3372;3022;3169;4034;3708;3032;3674;3882;3544;2948;3606;3934;3814;3069;3859;..;3657;3007;3709;3821;3554;3218;3920
"propan och butan (gasol)";"9.2 anv�ndning inom samf�rdsel";92;92;46;46;92;46;92;92;46;46;46;46;46;0;0;46;46;46;46;46;0;46;0;46;0;0;0;46;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"propan och butan (gasol)";"9.3 anv�ndning inom �vrigt (bost�der, service m.m.)";230;230;368;230;276;230;184;230;368;276;276;230;322;322;276;322;368;322;322;461;322;368;414;691;599;461;553;645;691;599;599;691;553;322;415;322;230;230;230;368;322;276;368;276;276;230;230;368;553;414;368;414;368;368;276;461;368;322;322;368;368;276;645;461;322;276;583;634;617;349;676;756;605;343;519;543;484;376;358;397;456;376;358;324;425;349;498;428;687;879;595;703;1122;1067;941;1084;1089;1095;967;723;452;680;554;922;1044;1020;916;1006;1029;1041;851;769;262;343;365;295;247;337;318;335;322;441;394;260;103;247;271;146;..;221;279;..;153;212;267;173
"motorbensin";"1 bruttotillf�rsel";2136;7159;8950;63;2073;8321;8290;13251;6029;11901;12310;2607;-660;9326;11053;880;2230;10865;14947;6532;1288;8761;10739;5338;-1978;9451;8102;2386;2418;628;13439;7473;-5966;5747;-94;220;-11210;6532;1444;-6374;-3894;4490;11775;3360;-565;4553;3486;-565;-7348;1727;4114;-4082;-9891;2261;-2041;-9200;-10771;1413;5998;-10205;-11210;3454;1382;-5024;-9703;-3046;-1194;-6354;-6011;-2079;11074;-6051;-7542;3930;11258;-3486;-7799;6879;-765;-7611;-11714;-2706;-765;-2051;-1672;4203;4093;-5212;-6296;-2581;1328;-1544;-3247;7072;3459;1367;-10160;-6741;-4414;-16161;-16809;-7076;-5704;-12930;-11743;-8977;-2340;-3193;-19649;-4512;-8029;-9835;-17131;-15474;-15867;-21432;-21547;-10214;-1851;-153;-26923;-22177;-20112;-30030;-28375;-22408;-26382;-32081;-30890;-22133;-23032;-33746;-32559;-13433;-25273;-33477
"motorbensin";"1.1 inhemsk tillf�rsel av prim�ra energib�rare";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"motorbensin";"1.2 import";13973;11807;12498;14382;11399;14130;19155;17553;7222;16988;18464;14130;13000;17019;16925;11587;12121;16580;20065;18558;14758;15010;24399;13691;12089;18401;15952;13879;16737;16548;25466;22232;17208;20128;17899;15889;12341;15386;19594;14853;12278;20316;15449;15104;10928;23959;23143;19940;13942;15826;14696;17742;14507;17647;13942;18275;12937;16391;20473;17051;13973;17271;18432;17993;13816;17428;19821;17157;15189;16280;20534;18659;15047;18348;21895;18556;16523;20010;21443;17323;14164;21258;21443;20759;17189;22279;19428;18341;17605;19247;19687;18366;14656;22611;21830;19970;16945;16925;19227;16887;13356;17828;18415;20034;17872;22056;21362;19854;13900;19426;18302;13355;11526;13706;12717;13418;11923;13605;14349;14504;18688;25007;18353;17257;17059;18105;20636;18345;22103;23206;21916;14842;17693;18084;16619;13338
"motorbensin";"1.3 export";9986;6908;7285;7097;7285;6814;6971;5809;5998;5307;6940;6877;10928;11336;10833;10802;9138;8290;7568;7191;7034;9829;11493;10802;10739;12749;11995;10205;12027;18935;11807;14036;25560;16831;16360;15449;23080;11053;14633;17742;25341;18589;14570;16077;18370;21133;16140;20850;21196;17867;15449;16831;25686;18024;20222;26251;23174;20159;13879;23080;29015;15920;19531;23080;22954;22044;19416;21316;24484;16841;12228;21276;20442;17937;11245;19922;22984;16666;22679;23168;29510;25231;22679;24669;22067;23287;16543;21084;26544;28115;19985;20543;23623;22141;19203;17779;29026;29529;25132;31854;31648;25675;25113;27825;28122;26264;20974;17772;31342;25004;22400;22853;30811;29465;28355;34977;31340;23476;15773;14657;36615;41664;34291;41124;42772;35367;43849;46636;..;..;37117;47503;53180;31918;41828;44105
"motorbensin";"1.4 lagerf�r�ndringar, statistisk differens";1851;-2260;-3737;7222;2041;-1005;3894;-1507;-4805;-220;-786;4646;2732;-3643;-4961;-95;753;-2575;-2450;4835;6436;-3580;2167;-2449;3328;-3799;-4145;1288;2292;-106;220;723;-2386;-2450;1633;220;471;-2199;3517;3485;-9169;-2763;-10896;-4333;-6877;-1727;3517;-345;94;-3768;-4867;4993;-1287;-2638;-4239;1225;534;-5181;597;4176;-3831;-2104;-2481;-63;565;-1570;1598;2194;-3284;1517;-2769;3434;2147;-3520;-608;2121;1338;-3535;-471;1765;-3632;-1267;-471;-1859;-3206;-5212;-1208;2470;-2644;-6287;-1626;-633;-5719;-6602;-833;824;-1921;-5863;-1490;1195;-1484;-772;-994;5140;1493;4768;2728;5276;2207;-1066;3931;337;-2154;-285;229;-127;2129;343;427;0;8996;5520;4174;6163;2662;5146;3168;3790;..;..;7832;1085;-2928;-401;65;2709
"motorbensin";"2 bunkring f�r utrikes sj�fart (sv + utl fartyg)";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"motorbensin";"3 insatt f�r omvandling till andra energib�rare";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"motorbensin";"4 bruttoproduktion av omvandlade energib�rare";32217;34196;34949;38089;32060;33128;36488;25466;29423;31903;34415;38403;38184;37022;35860;42077;38874;35106;34918;36739;40664;39628;38372;41983;41826;37556;39659;39691;37901;46254;35452;36802;47039;42548;49080;46002;48860;40350;46537;49331;44652;41449;35923;39816;41795;42611;45186;44464;47918;44652;44370;47447;49331;44998;48295;51341;48954;43114;40633;51309;49394;40947;45626;46662;48138;47353;46586;46942;45424;47986;34991;47843;47398;42824;36748;45435;47695;40116;48533;49765;52291;49654;48533;44373;42132;43205;43101;46240;45144;48359;44944;42348;43707;37880;40250;37180;46574;48836;45981;53024;50714;47214;47649;48536;43790;46456;42096;36848;49734;40099;44346;40662;45296;47475;49186;49965;47615;40815;33952;27241;51705;51819;50883;56264;52370;50886;56688;58111;54533;49712;51756;58274;54746;39887;52867;57120
"motorbensin";"5 anv�ndning i energisektorn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"motorbensin";"6 nettotillf�rsel f�r anv�ndning inom landet (1+2+3+4+5)";34353;41355;43899;38152;34133;41449;44778;38717;35452;43804;46725;41010;37524;46348;46913;42957;41104;45971;49865;43271;41952;48389;49111;47321;39848;47007;47761;42077;40319;46882;48891;44275;41073;48295;48986;46222;37650;46882;47981;42957;40758;45940;47698;43176;41230;47164;48672;43899;40570;46379;48483;43365;39440;47259;46254;42140;38184;44527;46630;41104;38184;44401;47007;41638;38435;44307;45392;40588;39413;45908;46065;41792;39856;46754;48006;41949;39896;46995;47768;42155;40577;46948;47768;42322;40460;47408;47195;41027;38848;45779;46272;40804;40460;44953;43710;38548;36414;42095;41566;36863;33906;40138;41945;35606;32047;37479;39756;33655;30085;35588;36317;30827;28165;32001;33319;28533;26069;30601;32101;27088;24782;29642;30770;26233;23994;28478;30307;26030;23642;27579;28724;24529;22187;26454;27593;23643
"motorbensin";"7 �verf�ringsf�rluster";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"motorbensin";"8 anv�ndning f�r icke energi�ndam�l";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"motorbensin";"9 slutlig anv�ndning f�r energi�ndam�l inom landet (6+7+8)";34353;41355;5;38152;31433;41449;44778;38717;35452;43804;46725;41010;37524;46348;46913;42957;41104;45971;49865;43271;41952;48389;49111;47321;39848;47007;47761;42077;40319;46882;48891;44275;41073;48295;48986;46222;37650;46882;47981;42957;40758;45940;47698;43176;41230;47164;48672;43899;40570;46379;48483;43365;39440;47259;46254;42140;38184;44527;46630;41104;38184;44401;47007;41638;38435;44307;45392;40588;39413;45908;46065;41792;39856;46754;48006;41949;39896;46995;47768;42155;40577;46948;47768;42322;40460;47408;47195;41027;38848;45779;46272;40804;40460;44953;43710;38548;36414;42095;41566;36863;33906;40138;41945;35606;32047;37479;39756;33655;30085;35588;36317;30827;28165;32001;33319;28533;26069;30601;32101;27088;24782;29642;30770;26233;23994;28478;30307;26030;23642;27579;28724;24529;22187;26454;27593;23643
"motorbensin";"9.1 anv�ndning inom industri";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"motorbensin";"9.2 anv�ndning inom samf�rdsel";34353;41355;43899;38152;34133;41449;44778;38717;35452;43804;46725;41010;37524;46348;46913;42957;41104;45971;49865;43271;41952;48389;49111;47321;39848;47007;47761;42077;40319;46882;48891;44275;41073;48295;48986;46222;37650;46882;47981;42957;40758;45940;47698;43176;41230;47164;48672;43899;40570;46379;48483;43365;39440;47259;46254;42140;38184;44527;46630;41104;38184;44401;47007;41638;38435;44307;45392;40588;39413;45908;46065;41792;39856;46754;48006;41949;39896;46995;47768;42155;40577;46948;47768;42322;40460;47408;47195;41027;38848;45779;46272;40804;40460;44953;43710;38548;36414;42095;41566;36863;33906;40138;41945;35606;32047;37479;39756;33655;30085;35588;36317;30827;28165;32001;33319;28533;26069;30601;32101;27088;24782;29642;30770;26233;23994;28478;30307;26030;23642;27579;28724;24529;22187;26454;27593;23643
