"energib�rare";"energifl�den";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009"
"elenergi";"1.6 statistisk differens p� tillf�rselsidan";..;..;..;..;..;..;..;..;..;..;..;0;..;513;..;..;1;..;..;..;..;..;..;..;..;..;..
"elenergi";"2 bunkring f�r utrikes sj�fart (sv + utl fartyg)";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"elenergi";"3 insatt f�r omvandling till andra energib�rare";732449;855151;939366;995477;1040131;1060694;..;1061265;1113858;1016324;993351;1044807;1046241;1001021;998737;1059919;1031762;898021;1065409;968486;915533;1040152;1042232;909629;933846;910092;785269
"elenergi";"1.2 bruttoproduktion av omvandlade energib�rare";393808;445835;493704;499144;527656;526428;..;527429;530647;527202;524984;514940;532922;506279;537862;570251;557255;524102;582223;526306;486768;548972;486768;512751;535478;531177;493395
"elenergi";"4 anv�ndning i energisektorn";15527;19451;23695;27238;29786;29995;..;28886;31061;29178;29912;30782;30988;30782;31013;32849;32098;29044;30344;26384;26905;29899;29637;26348;30413;29334;27421
"elenergi";"5 �verf�ringsf�rluster";33282;36417;39164;34880;36637;34516;..;32930;33128;34761;36734;32526;36169;36680;38380;39708;37361;39805;41915;42480;38066;40558;40734;39096;41065;33557;38626
"elenergi";"6 anv�ndning f�r icke energi�ndam�l";..;..;..;..;..;..;..;..;..;..;..;..;0;..;0;0;..;..;..;..;..;..;..;..;..;..;..
"elenergi";"7 slutlig anv�ndning inom landet";344516;369241;408730;410638;429829;431806;..;433710;438260;431928;435305;440846;447257;454176;450683;452996;454913;464530;475625;471816;465934;469393;471791;468245;467298;460130;442904
"elenergi";"7.1 anv�ndning inom jordbruk, fiske (SNI 01+02)";4435;4694;5764;5461;5857;5533;..;5278;4874;4183;4759;5033;5364;5256;5785;4720;5072;4514;5076;5699;4975;5544;8284;6329;5602;3334;5717
"elenergi";"7.2 anv�ndning inom skogsbruk (SNI 05)";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
"elenergi";"7.3 anv�ndning inom industri (SNI 10-37)";151607;164466;172750;172559;183578;190231;..;190775;183827;178898;177289;179201;183611;185364;189590;192712;196160;204800;202475;200383;196186;199332;201308;203609;205409;199980;177790
"elenergi";"7.4 anv�ndning inom byggverksamhet (SNI 45)";2966;3085;3294;3060;3186;3712;..;3463;3722;3398;2952;2520;2394;2444;2635;2455;2365;2369;2848;3107;2905;2902;2894;3139;3146;3370;3856
"elenergi";"7.5 anv�ndning inom offentlig verksamhet";27281;28512;31241;31928;33282;33984;..;34564;35341;35759;38142;35086;35960;35788;35546;36162;35536;35258;36166;36400;35662;36911;35680;34672;33624;33912;33350
"elenergi";"7.6 anv�ndning inom transporter";8478;8863;9428;9414;9475;9389;..;8910;8615;8899;8420;8888;9785;11045;10634;10087;10886;11502;10303;10325;10220;10764;10148;10386;10303;9878;8773
"elenergi";"7.7 anv�ndning inom �vriga tj�nster";36086;38333;43463;44640;48118;50037;..;53280;55282;56221;53388;57442;57881;57978;57028;56999;56513;58334;62636;62136;61092;60077;61459;60624;61189;59839;61160
"elenergi";"7.8 anv�ndning inom hush�ll (bost�der och annat)";113663;121288;142790;143576;146333;138830;..;137440;146599;144570;150355;152676;152262;156301;149465;149861;148381;147751;156121;153767;154894;153864;152017;149486;148025;149818;152258
"elenergi";"8 statistisk differens p� anv�ndningssidan";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;..;..;..;..
