Unnamed: 0,"Installerad effekt, MW 2018","Installerad effekt, MW 2019","Installerad effekt, MW 2020","Installerad effekt, MW 2021","Producerad kyla, GWh 2018","Producerad kyla, GWh 2019","Producerad kyla, GWh 2020","Producerad kyla, GWh 2021","Levererad kyla, GWh 2018","Levererad kyla, GWh 2019","Levererad kyla, GWh 2020","Levererad kyla, GWh 2021"
,818,870,927,947,1177,1065,1053,1094,1242,1098,1048,1052
